ZIPCODE,owner,full_address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
02114,"FITZSIMMONS DOUGLAS O","145 PINCKNEY ST Apt 634, 02114",42.35895,-71.07166,1,rooftop,145,"Pinckney St",Apt,634,Boston,MA,"Suffolk County",02114,US,"City of Boston"
02114,"FITZSIMMONS DOUGLAS O","145 PINCKNEY ST Apt 635, 02114",42.35895,-71.07166,1,rooftop,145,"Pinckney St",Apt,635,Boston,MA,"Suffolk County",02114,US,"City of Boston"
02132,"FITZSIMMONS GEORGE J","43 PARAGON RD, 02132",42.26948,-71.16407,1,rooftop,43,"Paragon Rd",,,"West Roxbury",MA,"Suffolk County",02132,US,"City of Boston"
02136,"FITZSIMMONS LEO V","62 STONEHILL RD, 02136",42.25409,-71.1413,1,rooftop,62,"Stonehill Rd",,,"Hyde Park",MA,"Suffolk County",02136,US,"City of Boston"
02131,"FITZSIMMONS PAULA M","1590 1592 CENTRE ST, 02131",42.28877,-71.14244,1,rooftop,1590-1592,"Centre St",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
02131,"FITZSIMMONS RITA M","22 GILMAN ST, 02131",42.27883,-71.11485,1,rooftop,22,"Gilman St",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
02115,"MCPHS UNIVERSITY","179 LONGWOOD AV, 02115",42.33688,-71.10112,1,rooftop,179,"Longwood Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"MCPHS UNIVERSITY","179 LONGWOOD AV, 02115",42.33688,-71.10112,1,rooftop,179,"Longwood Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"MCPHS UNIVERSITY","179 LONGWOOD AV, 02115",42.33688,-71.10112,1,rooftop,179,"Longwood Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02116,"NEW ENGLAND SCHOOL OF LAW","56 48 CHARLES STREET SOUTH  , 02116",42.350726,-71.066522,1,rooftop,48,"Charles St S",,,Boston,MA,"Suffolk County",02116,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02116,"NEW ENGLAND SCHOOL OF LAW","94 102 WARRENTON ST, 02116",42.350663,-71.06624,1,rooftop,94-102,"Warrenton St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
02116,"NEW ENGLAND SCHOOL OF LAW","38 34 WINCHESTER ST, 02116",42.349443,-71.068555,1,rooftop,34,"Winchester St",,,Boston,MA,"Suffolk County",02116,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02115,"NORTHEASTERN UNIVERSITY","17 23 FORSYTH ST, 02115",42.340107,-71.091002,1,rooftop,17-23,"Forsyth St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02120,"NORTHEASTERN UNIVERSITY","COLUMBUS AV, 02120",42.337123,-71.086277,1,street_center,,"Columbus Ave",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02118,"NORTHEASTERN UNIVERSITY","775 COLUMBUS AV, 02118",42.336702,-71.087505,1,range_interpolation,775,"Columbus Ave",,,Boston,MA,"Suffolk County",02118,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","1155 TREMONT ST, 02120",42.335363,-71.088952,1,rooftop,1155,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
02120,"NORTHEASTERN UNIVERSITY","ST CYPRIANS PL, 02120",42.336477,-71.086935,1,street_center,,"St Cyprians Pl",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","1175 TREMONT ST, 02120",42.334988,-71.088964,1,rooftop,1175,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
02120,"NORTHEASTERN UNIVERSITY","788 COLUMBUS AV, 02120",42.336779,-71.086794,1,rooftop,788,"Columbus Ave",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02120,"NORTHEASTERN UNIVERSITY","764 768B COLUMBUS AV, 02120",42.332484,-71.096416,0.22,place,,,,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","COLUMBUS AV, 02120",42.337123,-71.086277,1,street_center,,"Columbus Ave",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","18 BURKE ST, 02120",42.336915,-71.08507,1,range_interpolation,18,"Burke St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","10 COVENTRY ST, 02120",42.33679,-71.08579,1,rooftop,10,"Coventry St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"City of Boston"
02120,"NORTHEASTERN UNIVERSITY","15 COVENTRY ST, 02120",42.336779,-71.085346,1,range_interpolation,15,"Coventry St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","16 BURKE ST, 02120",42.336897,-71.085056,1,range_interpolation,16,"Burke St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","BURKE ST, 02120",42.337181,-71.08527,1,street_center,,"Burke St",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","COVENTRY ST, 02120",42.336758,-71.085702,1,street_center,,"Coventry St",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","COVENTRY ST, 02120",42.336758,-71.085702,1,street_center,,"Coventry St",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","BURKE ST, 02120",42.337181,-71.08527,1,street_center,,"Burke St",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","724 COLUMBUS AV, 02120",42.337767,-71.085236,1,range_interpolation,724,"Columbus Ave",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","COLUMBUS AV, 02120",42.337123,-71.086277,1,street_center,,"Columbus Ave",,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","1125 -1135 TREMONT ST, 02120",42.332484,-71.096416,0.22,place,,,,,Boston,MA,"Suffolk County",02120,US,"TIGER/Line® dataset from the US Census Bureau"
02120,"NORTHEASTERN UNIVERSITY","1115 TREMONT ST, 02120",42.335655,-71.087509,1,rooftop,1115,"Tremont St",,,"Roxbury Crossing",MA,"Suffolk County",02120,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
02130,"NORTHEASTERN UNIVERSITY","76 ATHERTON ST, 02130",42.31803,-71.10198,1,rooftop,76,"Atherton St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","226 HEMENWAY ST, 02115",42.340025,-71.091454,1,range_interpolation,226,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","HEMENWAY ST, 02115",42.342757,-71.09012,1,street_center,,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","464 HUNTINGTON AV, 02115",42.33833,-71.09338,1,rooftop,464,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","105 -157 FORSYTH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","148 HEMENWAY ST, 02115",42.34183,-71.09036,1,rooftop,148,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","144 HEMENWAY ST, 02115",42.34199,-71.09027,1,rooftop,144,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","416 HUNTINGTON AV, 02115",42.339198,-71.090864,1,rooftop,416,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","142 HEMENWAY ST, 02115",42.34206,-71.09022,1,rooftop,142,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","10 FORSYTH ST, 02115",42.34122,-71.09035,1,rooftop,10,"Forsyth St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","146 HEMENWAY ST, 02115",42.3419,-71.09033,1,rooftop,146,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","416 HUNTINGTON AV, 02115",42.339198,-71.090864,1,rooftop,416,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","416 HUNTINGTON AV, 02115",42.339198,-71.090864,1,rooftop,416,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","416 HUNTINGTON AV, 02115",42.339198,-71.090864,1,rooftop,416,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","416 HUNTINGTON AV, 02115",42.339198,-71.090864,1,rooftop,416,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","FORSYTH ST, 02115",42.340441,-71.091003,1,street_center,,"Forsyth St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","341 345 HUNTINGTON AV, 02115",42.340663,-71.08939,1,rooftop,341-345,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","454 460 HUNTINGTON AV, 02115",42.338474,-71.092998,1,rooftop,454-460,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","238 262 ST BOTOLPH ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","FORSYTH ST, 02115",42.340441,-71.091003,1,street_center,,"Forsyth St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","320 HUNTINGTON AV, 02115",42.340677,-71.087279,1,rooftop,320,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","360 -402 HUNTINGTON AV, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","ST BOTOLPH ST, 02115",42.342293,-71.084107,1,street_center,,"St Botolph St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","10 GAINSBOROUGH ST, 02115",42.34043,-71.08572,1,rooftop,10,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","ST BOTOLPH ST, 02115",42.342293,-71.084107,1,street_center,,"St Botolph St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","450 -510 PARKER ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","HEMENWAY ST, 02115",42.342757,-71.09012,1,street_center,,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","266 ST BOTOLPH ST, 02115",42.34098,-71.085304,1,range_interpolation,266,"St Botolph St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","GAINSBOROUGH ST, 02115",42.342302,-71.08755,1,street_center,,"Gainsborough St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","81 83 ST STEPHEN ST, 02115",42.336342,-71.104176,0.22,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","ST STEPHEN ST, 02115",42.341834,-71.087765,1,street_center,,"St Stephen St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","264 ST BOTOLPH ST, 02115",42.34103,-71.085261,1,range_interpolation,264,"St Botolph St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","341 345 HUNTINGTON AV, 02115",42.340663,-71.08939,1,rooftop,341-345,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","77 ST STEPHEN ST, 02115",42.342039,-71.087852,1,rooftop,77,"St Stephen St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","ST STEPHEN ST, 02115",42.341834,-71.087765,1,street_center,,"St Stephen St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","341 HUNTINGTON AV, 02115",42.340663,-71.08939,1,rooftop,341,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","102 104 FENWAY ST, 02115",42.3417,-71.09138,1,rooftop,102-104,Fenway,,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","109 HEMENWAY ST, 02115",42.34315,-71.09038,1,rooftop,109,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","FENWAY ST, 02115",42.341826,-71.091604,1,street_center,,Fenway,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","90 FENWAY ST, 02115",42.34211,-71.09116,1,rooftop,90,Fenway,,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","407 407 HUNTINGTON AV, 02115",42.339586,-71.091488,1,rooftop,407,"Huntington Ave",,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","220 FENWAY ST, 02115",42.339573,-71.094202,1,rooftop,220,Fenway,,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","96 FENWAY ST, 02115",42.34185,-71.09126,1,rooftop,96,Fenway,,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","224 HEMENWAY ST, 02115",42.3401,-71.09142,1,range_interpolation,224,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","FENWAY ST, 02115",42.341826,-71.091604,1,street_center,,Fenway,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","110 FENWAY ST, 02115",42.34145,-71.09153,1,rooftop,110,Fenway,,,Boston,MA,"Suffolk County",02115,US,"City of Boston"
02115,"NORTHEASTERN UNIVERSITY","222 HEMENWAY ST, 02115",42.340175,-71.091385,1,range_interpolation,222,"Hemenway St",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02115,"NORTHEASTERN UNIVERSITY","FENCOURT ST, 02115",42.339841,-71.091925,0.6,street_center,,"Fencourt Rd",,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
02108,"NORTHEASTERN UNIVERSITY","1:00 AM JOY ST Apt 2, 02108",42.357767,-71.064848,0.22,place,,,,,Boston,MA,"Suffolk County",02108,US,"TIGER/Line® dataset from the US Census Bureau"
02108,"NORTHEASTERN UNIVERSITY","34 BEACON ST, 02108",42.357365,-71.064948,1,rooftop,34,"Beacon St",,,Boston,MA,"Suffolk County",02108,US,"City of Boston"
02116,"SIMMONS  SUSAN  M","249 BEACON ST Apt 3, 02116",42.35354,-71.07856,1,rooftop,249,"Beacon St",Apt,3,Boston,MA,"Suffolk County",02116,US,"City of Boston"
02136,"SIMMONS ANTONIO","15 WESTMINSTER ST, 02136",42.26393,-71.12212,1,rooftop,15,"Westminster St",,,"Hyde Park",MA,"Suffolk County",02136,US,"City of Boston"
02136,"SIMMONS BARBARA","TAUNTON AV, 02136",42.254248,-71.129321,0.67,place,,,,,"Hyde Park",MA,"Suffolk County",02136,US,"TIGER/Line® dataset from the US Census Bureau"
02136,"SIMMONS BARBARA","18 TAUNTON AV, 02136",42.254248,-71.129321,0.22,place,,,,,"Hyde Park",MA,"Suffolk County",02136,US,"TIGER/Line® dataset from the US Census Bureau"
02124,"SIMMONS BENJAMIN J      ETAL","56 JACOB ST, 02124",42.28484,-71.08369,1,rooftop,56,"Jacob St",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
02131,"SIMMONS CHARLES B","10 HOBSON ST, 02131",42.28029,-71.14179,1,rooftop,10,"Hobson St",,,Roslindale,MA,"Suffolk County",02131,US,"City of Boston"
02129,"SIMMONS CHRISTINA","24 CORDIS ST Apt 3, 02129",42.37563,-71.06288,1,rooftop,24,"Cordis St",Apt,3,Charlestown,MA,"Suffolk County",02129,US,"City of Boston"
02124,"SIMMONS CHRISTINE","3-Jan LOUIS TE Apt 3, 02124",42.286784,-71.071045,0.22,place,,,,,Boston,MA,"Suffolk County",02124,US,"TIGER/Line® dataset from the US Census Bureau"
02215,"SIMMONS COLLEGE","259 275 BROOKLINE AV, 02215",42.342269,-71.104106,1,rooftop,259-275,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"SIMMONS COLLEGE","259 275 BROOKLINE AV, 02215",42.342269,-71.104106,1,rooftop,259-275,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"SIMMONS COLLEGE","259 275 BROOKLINE AV, 02215",42.342269,-71.104106,1,rooftop,259-275,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"SIMMONS COLLEGE","259 275 BROOKLINE AV, 02215",42.342269,-71.104106,1,rooftop,259-275,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"SIMMONS COLLEGE","38 PILGRIM RD, 02215",42.342356,-71.10478,1,rooftop,38,"Pilgrim Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
02215,"SIMMONS COLLEGE","38 PILGRIM RD, 02215",42.342356,-71.10478,1,rooftop,38,"Pilgrim Rd",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
